"taxon"	"AC1"	"AC2"	"AC3"	"AC4"	"AC5"	"AC6"	"AC7"	"AC8"	"AC9"	"AC10"	"AC11"	"AC12"	"AS1"	"AS2"	"AS3"	"AS4"	"AS5"	"AS6"	"AS7"	"AS8"	"AS9"	"AS10"	"AS11"	"AS12"	"EC1"	"EC2"	"EC3"	"EC4"	"EC5"	"EC6"	"EC7"	"EC8"	"EC9"	"EC10"	"EC11"	"ES1"	"ES2"	"ES3"	"ES4"	"ES5"	"ES6"	"ES7"	"ES8"	"ES9"	"ES10"	"ES11"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"38"	"103"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2736"	"0"	"507"	"0"	"0"	"0"	"0"	"1110"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5895"	"0"	"0"	"0"	"0"	"239"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1250"	"500"	"0"	"0"	"0"	"0"	"486"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"596"	"0"	"0"	"39"	"33"	"68"	"66"	"64"	"59"	"63"	"49"	"182"	"47"	"90"	"84"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1573"	"788"	"0"	"237"	"835"	"1374"	"0"	"965"	"48"	"327"	"277"	"644"	"341"	"375"	"241"	"287"	"520"	"217"	"527"	"533"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae"	"44"	"78"	"117"	"29"	"0"	"0"	"91"	"1437"	"73"	"536"	"226"	"455"	"179"	"109"	"130"	"86"	"188"	"118"	"123"	"95"	"112"	"110"	"120"	"107"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Alcaligenes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1518"	"388"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"464"	"0"	"0"	"569"	"0"	"163"	"203"	"326"	"319"	"243"	"155"	"106"	"207"	"79"	"206"	"221"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia"	"71"	"0"	"0"	"53"	"0"	"0"	"0"	"0"	"32"	"0"	"0"	"48"	"311"	"20"	"115"	"20"	"198"	"90"	"46"	"35"	"32"	"25"	"40"	"79"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"828"	"0"	"0"	"0"	"527"	"0"	"0"	"479"	"0"	"28"	"39"	"47"	"19"	"51"	"21"	"22"	"27"	"15"	"40"	"38"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnobacter"	"0"	"214"	"121"	"118"	"0"	"0"	"77"	"245"	"444"	"58"	"90"	"0"	"0"	"27"	"25"	"13"	"45"	"9"	"20"	"37"	"8"	"0"	"42"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14"	"20"	"33"	"13"	"21"	"0"	"14"	"0"	"0"	"12"	"10"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea"	"14"	"0"	"23"	"41"	"0"	"0"	"2498"	"19"	"271"	"73"	"0"	"64"	"442"	"38"	"38"	"40"	"356"	"262"	"104"	"68"	"63"	"0"	"62"	"213"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia"	"61"	"233"	"0"	"0"	"427"	"80"	"198"	"0"	"238"	"72"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Deefgea"	"0"	"0"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"888"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae"	"3063"	"2632"	"3421"	"20429"	"2350"	"2061"	"6196"	"5468"	"11814"	"6393"	"7341"	"5744"	"1489"	"2160"	"1700"	"1507"	"2020"	"1880"	"1812"	"1375"	"1363"	"1411"	"1316"	"1467"	"3319"	"9563"	"8387"	"19046"	"1403"	"2273"	"4985"	"6991"	"2756"	"6293"	"420"	"3083"	"3390"	"4951"	"3638"	"3185"	"2121"	"2224"	"3739"	"2767"	"3961"	"3549"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax"	"0"	"33"	"0"	"0"	"231"	"41"	"19"	"0"	"77"	"202"	"52"	"87"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"24661"	"10574"	"4799"	"6243"	"2531"	"1329"	"2633"	"2742"	"6333"	"1404"	"307"	"99"	"136"	"181"	"0"	"128"	"62"	"44"	"0"	"55"	"79"	"105"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1847"	"5748"	"1144"	"2416"	"450"	"591"	"586"	"646"	"1201"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"23"	"98"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"0"	"0"	"0"	"2109"	"38"	"0"	"0"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga"	"0"	"0"	"0"	"1504"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1582"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas"	"987"	"842"	"1769"	"1046"	"818"	"846"	"1240"	"1531"	"3122"	"2641"	"691"	"106"	"279"	"567"	"616"	"411"	"91"	"139"	"243"	"660"	"165"	"131"	"151"	"90"	"0"	"1329"	"2282"	"1745"	"2530"	"673"	"2997"	"2599"	"291"	"3015"	"227"	"1276"	"1767"	"1795"	"2871"	"1946"	"920"	"1050"	"4972"	"11229"	"2300"	"2109"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"626"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"13"	"13"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"71"	"2657"	"2415"	"1210"	"903"	"1096"	"1136"	"162"	"751"	"597"	"818"	"258"	"434"	"307"	"344"	"373"	"558"	"572"	"450"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax"	"1928"	"310"	"331"	"517"	"0"	"170"	"1131"	"765"	"612"	"3326"	"934"	"1002"	"552"	"274"	"230"	"274"	"284"	"257"	"188"	"242"	"264"	"454"	"184"	"831"	"0"	"0"	"2817"	"8284"	"2775"	"505"	"2150"	"6085"	"0"	"1960"	"247"	"1904"	"2650"	"2216"	"1501"	"3019"	"1155"	"1933"	"3504"	"2070"	"3145"	"3172"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Tepidimonas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"1755"	"413"	"417"	"299"	"184"	"0"	"0"	"0"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__uncultured"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"420"	"0"	"153"	"0"	"103"	"88"	"183"	"85"	"113"	"69"	"163"	"296"	"216"	"234"	"125"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"610"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Candidatus_Nitrotoga"	"201"	"201"	"0"	"0"	"0"	"61"	"0"	"863"	"81"	"0"	"0"	"0"	"77"	"66"	"38"	"44"	"62"	"159"	"72"	"45"	"97"	"47"	"41"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__Thiobacillus"	"79"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"0"	"42"	"0"	"0"	"0"	"9"	"0"	"16"	"12"	"28"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"989"	"0"	"0"	"0"	"20"	"16"	"24"	"73"	"241"	"10"	"5"	"36"	"8"	"9"	"24"	"17"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"569"	"0"	"1022"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__966-1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"9"	"0"	"0"	"828"	"0"	"0"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__DSSD61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"811"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"12"	"8"	"0"	"12"	"0"	"0"	"0"	"8"	"8"	"0"	"10"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2714"	"0"	"5590"	"1448"	"1610"	"544"	"2580"	"5166"	"0"	"1266"	"124"	"708"	"611"	"1016"	"973"	"981"	"863"	"755"	"1752"	"918"	"1521"	"1495"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__IS-44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"828"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"56"	"48"	"35"	"30"	"46"	"45"	"39"	"52"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1103"	"0"	"0"	"1070"	"0"	"1223"	"0"	"37"	"39"	"62"	"20"	"34"	"31"	"20"	"57"	"63"	"51"	"59"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira"	"194"	"0"	"53"	"393"	"0"	"0"	"0"	"341"	"0"	"298"	"315"	"0"	"34"	"177"	"102"	"119"	"34"	"115"	"131"	"121"	"131"	"71"	"109"	"120"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"19"	"136"	"126"	"327"	"247"	"160"	"98"	"82"	"110"	"97"	"150"	"174"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae"	"61"	"16"	"44"	"32"	"0"	"62"	"0"	"0"	"48"	"133"	"0"	"0"	"57"	"91"	"223"	"66"	"47"	"112"	"65"	"33"	"41"	"13"	"10"	"36"	"2012"	"0"	"1719"	"0"	"0"	"11120"	"833"	"976"	"0"	"0"	"0"	"93"	"172"	"433"	"168"	"160"	"93"	"181"	"258"	"325"	"232"	"234"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas"	"0"	"109"	"0"	"14"	"0"	"0"	"0"	"48"	"233"	"22"	"0"	"142"	"0"	"0"	"0"	"0"	"17"	"64"	"10"	"0"	"22"	"0"	"0"	"53"	"0"	"2734"	"0"	"0"	"0"	"101"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"513"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"37"	"0"	"0"	"1690"	"0"	"258"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum"	"0"	"0"	"15"	"1578"	"0"	"0"	"0"	"0"	"96"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium"	"0"	"0"	"12"	"47"	"0"	"0"	"0"	"0"	"463"	"0"	"0"	"0"	"9"	"141"	"158"	"27"	"0"	"13"	"10"	"23"	"12"	"10"	"13"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"0"	"0"	"0"	"0"	"11"	"18"	"159"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia"	"268"	"81"	"35"	"190"	"389"	"10"	"69"	"43"	"0"	"816"	"116"	"17"	"0"	"0"	"30"	"0"	"0"	"0"	"5"	"0"	"5"	"5"	"0"	"0"	"104122"	"0"	"0"	"5520"	"323"	"15914"	"380"	"887"	"1001"	"1196"	"21"	"1410"	"4273"	"2569"	"357"	"3661"	"1709"	"2393"	"1941"	"3399"	"4092"	"4853"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium"	"0"	"0"	"0"	"0"	"0"	"41"	"0"	"0"	"0"	"680"	"0"	"0"	"0"	"0"	"0"	"36"	"0"	"0"	"11"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"792"	"12419"	"0"	"1669"	"0"	"1523"	"0"	"1684"	"69"	"22"	"47"	"93"	"0"	"32"	"23"	"50"	"40"	"24"	"71"	"20"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__[Aquaspirillum]_arcticum_group"	"0"	"0"	"350"	"0"	"601"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"19"	"39"	"80"	"46"	"0"	"27"	"24"	"61"	"58"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"62"	"148"	"128"	"216"	"185"	"234"	"170"	"170"	"305"	"233"	"299"	"360"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"58"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Candidatus_Accumulibacter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"603"	"0"	"0"	"13"	"19"	"146"	"18"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Dechloromonas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1751"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Uliginosibacterium"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"651"	"0"	"0"	"0"	"0"	"0"	"28"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84"	"56"	"142"	"85"	"25"	"154"	"91"	"239"	"945"	"248"	"347"	"1023"	"195"	"40"	"25"	"17"	"62"	"170"	"178"	"88"	"28"	"25"	"35"	"73"	"29"	"0"	"5140"	"3832"	"1264"	"2423"	"810"	"188"	"1455"	"0"	"3775"	"327"	"1817"	"1922"	"3618"	"4069"	"1922"	"924"	"769"	"1100"	"741"	"1640"	"1730"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__AAP99"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1595"	"0"	"0"	"472"	"0"	"1550"	"0"	"1223"	"92"	"351"	"325"	"508"	"59"	"308"	"97"	"216"	"181"	"90"	"358"	"420"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"7884"	"0"	"430"	"0"	"0"	"242"	"0"	"429"	"1069"	"0"	"45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__uncultured"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"44"	"1709"	"692"	"95"	"264"	"2539"	"0"	"915"	"90"	"943"	"867"	"2076"	"2888"	"1465"	"1264"	"884"	"2319"	"3443"	"2277"	"2400"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"980"	"0"	"0"	"275"	"0"	"0"	"0"	"0"	"52"	"131"	"159"	"196"	"229"	"151"	"115"	"89"	"142"	"124"	"171"	"156"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CCM19a; f__CCM19a; g__CCM19a"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3214"	"0"	"1067"	"0"	"0"	"0"	"823"	"1183"	"0"	"498"	"63"	"152"	"126"	"296"	"227"	"187"	"134"	"161"	"202"	"156"	"191"	"190"
